AT,AP,AH,AFDP,GTEP,TIT,TAT,CDP,CO,NOX,TEY
17.577,1005,78.167,4.992,24.747,1086.5,550.02,11.964,1.4601,72.901,132.92
17.14,1004.9,80.14,4.7243,23.131,1075.8,550.03,11.336,2.7643,73.787,125.31
16.468,1004.9,81.91,4.1636,19.31,1053.3,549.93,10.362,4.2246,73.234,109.37
15.719,1004.8,84.986,4.1936,19.289,1053,550.05,10.35,4.0817,72.14,109.36
14.921,1005,86.828,4.223,19.247,1053.1,549.84,10.289,3.6701,76.007,109.64
14.598,1005.2,91.721,4.7464,21.671,1067,549.86,11.028,2.9803,75.849,120.03
16.748,1005.7,93.828,5.2892,25.194,1087.3,550.31,11.913,1.3501,71.921,133.41
19.144,1005.9,85.623,5.2786,25.444,1089.1,550.11,12.016,1.5668,73.808,133.72
20.73,1006.2,80.911,5.2365,25.455,1089.3,550.01,12.045,1.6365,81.295,133.74
22.184,1006.5,77.467,5.2464,25.535,1089.4,549.62,12.051,1.6789,71.764,133.72
23.467,1006.8,71.832,5.3116,25.633,1089.9,550,12.088,1.6304,72.102,133.75
24.232,1006.9,71.337,5.283,25.414,1089.5,549.59,12.128,1.7201,69.611,132.94
24.334,1006.9,70.333,5.2363,25.426,1088.9,549.63,12.168,1.6573,69.345,132.74
23.796,1006.7,72.82,5.2776,25.66,1090.5,549.71,12.101,1.4559,69.749,133.66
24.542,1006.4,66.414,5.296,25.538,1089.4,549.68,11.95,1.4245,69.688,132.73
24.885,1006.4,68.171,4.5836,21.36,1065.2,550.02,10.824,2.7233,62.512,115.7
24.904,1006.6,69.049,4.3095,19.867,1056.2,549.94,10.436,3.3212,61.209,109.4
24.117,1007.2,66.2,4.2798,19.973,1056.9,549.92,10.568,3.41,63.355,109.79
22.172,1007.6,74.199,4.9786,24.144,1081.9,550.17,11.705,1.8011,67.519,128.24
19.942,1007.9,82.755,5.1826,25.007,1087.1,549.76,11.948,1.1823,68.335,132.74
19.827,1008,84.962,5.1916,25.153,1087.8,549.8,11.924,1.2857,67.73,132.74
19.408,1008.3,79.282,5.0627,24.752,1086,550.13,11.837,1.318,69.593,131.89
18.317,1008.5,78.211,5.0711,24.88,1086.7,550.29,11.901,1.7704,71.387,132.77
17.434,1008.2,81.651,4.1932,19.605,1055.5,549.98,10.463,3.8216,69.394,110.47
16.942,1008,84,4.1892,19.354,1053.8,550,10.336,4.0769,69.62,109.41
16.746,1007.8,86.404,4.247,19.421,1054.2,550.07,10.322,3.816,70.487,109.87
16.303,1007.4,88.62,4.2881,19.434,1054,550.14,10.349,3.9241,70.718,109.74
16.12,1007.4,87.753,4.2976,19.391,1053.8,550.1,10.338,3.8242,72.658,109.73
15.58,1007.3,90.019,4.3778,19.36,1053.5,550.13,10.229,4.4768,77.852,109.73
15.741,1007.1,92.896,4.6781,21.104,1063.6,549.73,10.824,4.0532,75.1,116.74
17.753,1007.1,94.595,5.3972,25.192,1087.5,549.81,12.036,2.1407,72.12,132.99
20.139,1006.8,81.494,5.3436,25.452,1088.9,549.81,11.944,1.2398,72.983,133.29
22.185,1006.9,70.223,6.0431,29.58,1096.8,540.22,13.056,0.88867,70.608,145.05
23.395,1007.1,63.729,6.3457,31.369,1099.9,535.85,13.409,0.91796,70.161,149.85
24.512,1006.9,60.012,4.6549,21.859,1068.6,550.04,11.062,1.7828,65.451,118.1
25.387,1006.8,55.027,4.7465,22.447,1072.1,550.14,11.286,2.0297,68.674,120.65
23.824,1006.6,60.669,5.2631,25.177,1088.3,549.89,11.967,1.6588,72.893,132.75
22.319,1006.3,72.105,5.2225,25.132,1087.6,549.65,11.906,1.5744,72.346,132.73
21.642,1006,70.928,5.1827,25.182,1088,550.15,11.845,1.4975,73.332,132.73
21.468,1005.9,77.734,4.6276,21.69,1067.6,549.82,10.951,2.7277,66.861,118.24
22.316,1005.5,70.941,4.2535,19.474,1054.6,550.07,10.435,3.4504,66.154,108.77
22.919,1005.5,64.341,4.2133,19.472,1054.4,550,10.482,3.6338,68.438,108.78
21.892,1005.7,69.858,4.5047,21.289,1065.2,550.1,11.01,3.0017,69.826,116.91
20.974,1006.1,74.647,5.1736,24.992,1086.8,550.03,11.956,1.5338,70.892,132.67
18.868,1006.3,81.743,5.2145,24.805,1086.6,550.01,11.972,1.6915,68.783,132.7
17.678,1006.2,89.019,5.2736,24.797,1086.6,549.65,11.883,1.8238,71.151,132.84
17.193,1005.9,91.346,4.3158,19.208,1053,549.91,10.288,4.2354,71.928,108.57
17.009,1005.8,91.398,4.2979,19.14,1052.6,549.9,10.345,4.3418,71.425,108.33
17.094,1005.5,90.4,4.3476,19.384,1054.2,549.92,10.404,3.9517,69.261,109.63
17.058,1005.4,91.234,4.3263,19.185,1052.9,549.91,10.339,3.8003,69.196,108.73
16.642,1005.2,93.761,4.3808,19.186,1052.8,550.05,10.281,3.6868,69.273,108.73
16.668,1005.4,93.838,4.3541,19.214,1052.7,549.84,10.178,3.8218,69.648,108.69
17.161,1005.7,92.201,4.3806,19.25,1052.8,549.77,10.294,4.3643,71.453,108.68
17.843,1005.9,92.885,4.3745,19.247,1052.9,549.92,10.199,3.9929,69.183,108.23
18.507,1006.3,91.342,5.1078,23.474,1077.6,549.68,11.52,3.9545,73.092,126.14
19.391,1006.6,87.002,5.3867,24.987,1087.4,550.28,11.861,1.2617,70.757,132.66
20.491,1006.9,81.478,5.3191,25.054,1085.6,548.77,11.953,2.1168,76.024,132.16
21.227,1007.4,79.49,5.2818,25.075,1087.4,550.34,11.975,4.0994,74.564,132.74
21.77,1007.6,79.925,5.3168,25.141,1087.7,550.4,11.992,1.6989,67.536,132.75
23.106,1007.6,74.227,4.4158,19.876,1056.9,549.93,10.523,1.658,58.043,110.01
23.758,1007.5,69.167,5.3347,24.981,1087.6,550.38,11.988,0.39069,65.558,131.82
23.781,1007.4,68.644,5.3135,24.98,1087.9,550.22,11.943,1.3231,69.832,131.76
22.142,1008.3,78.039,4.4791,20.716,1062,549.83,10.746,1.843,62.357,114.09
19.755,1008.9,93.691,4.4128,19.379,1054,550.16,10.346,1.9791,59.213,108.79
19.311,1009.3,95.55,4.4296,19.357,1053.6,550.09,10.337,3.4429,62.659,108.49
18.509,1010,98.598,4.5792,19.275,1053.6,549.96,10.334,3.6207,64.166,108.78
17.568,1010.6,100.05,5.2873,22.581,1073.5,550.11,11.307,2.0799,66.954,123.35
17.172,1011.3,100.09,5.3687,22.855,1075.4,549.64,11.274,2.1218,68.62,124.5
18.133,1008,98.317,3.9558,20.467,1054.1,546.24,10.579,15.423,67.812,111.28
17.773,1007.9,100.04,4.2487,20,1057.2,550.08,10.507,4.927,62.754,110.36
17.702,1006.6,100.1,4.4565,19.903,1057,549.97,10.407,5.1103,59.966,110.82
17.638,1006.6,100.1,3.9006,19.932,1057.1,549.91,10.517,5.0547,60.742,111.02
18.048,1006.4,100.09,3.7288,19.896,1057,549.96,10.467,5.0565,59.202,110.79
18.091,1006,100.11,3.7008,19.499,1054.6,549.72,10.459,5.2832,59.238,109.18
18.231,1006.3,100.12,4.3329,23.831,1079.9,549.83,11.62,2.6089,63.077,127.99
18.67,1006.1,100.08,4.5336,24.965,1087.4,549.88,11.946,1.8764,65.273,133.67
19.318,1005.4,98.962,4.4284,24.841,1086.9,549.92,11.947,1.6876,63.894,133.34
20.041,1005.4,92.631,4.2165,24.913,1087.5,549.95,11.936,2.0108,67.504,133.44
20.733,1005.3,88.237,4.1836,24.936,1087.1,549.94,11.926,1.8035,66.377,133.27
21.652,1005.1,83.468,4.1662,24.902,1087,549.97,11.933,1.5927,66.212,132.84
21.385,1005,82.737,4.1517,24.813,1086.5,550.1,11.916,2.3876,66.884,132.85
20.197,1005,83.703,4.0814,24.837,1086.8,550.21,11.877,1.6855,66.11,132.85
20.801,1005.3,81.429,3.9748,24.802,1086.6,550.1,11.83,1.6237,66.773,132.86
19.515,1005.9,82.659,3.8796,24.589,1086.2,550.07,11.783,1.7162,66.703,132.86
18.232,1005.9,88.646,3.4841,20.943,1064.5,549.8,10.833,4.2966,62.911,117.13
17.787,1006.2,89.237,3.6451,22.186,1071.5,549.77,11.173,2.5084,63.143,122.71
17.432,1006.3,89.909,4.0128,24.608,1086,549.95,11.819,0.98954,67.192,133.42
17.351,1006.9,90.962,4.0814,24.698,1086.8,550.11,11.877,1.087,68.359,133.84
17.126,1007.3,91.323,4.1107,24.64,1086.8,549.98,11.979,2.2123,69.658,133.83
16.571,1007.4,93.685,5.2543,31.482,1100,533.08,13.704,1.408,65.925,156.39
16.432,1007.2,92.875,4.9368,29.502,1099.9,539.88,13.277,1.1847,69.69,151.61
16.659,1007,92.176,4.9023,29.488,1100.1,539.86,13.314,1.2012,68.779,151.32
17.24,1007,97.904,4.9607,29.003,1100.2,541.72,13.205,1.2416,68.131,149.92
17.019,1007,91.247,4.9226,29.391,1099.9,540.23,13.27,1.7276,70.83,151.38
16.341,1006.9,88.869,4.6547,28.293,1100,543.59,12.988,0.72649,71.866,149.1
16.39,1007,89.559,4.7004,28.463,1099.9,543.03,13.098,0.54253,71.996,149.37
16.518,1007.5,91.565,4.6682,27.967,1100.1,545.24,12.996,0.45753,71.932,147.91
17.548,1007.9,92.77,4.7808,28.817,1099.9,542.68,13.124,1.1733,71.158,148.84
19.056,1008.2,90.636,4.762,28.605,1099.9,543.46,13.087,1.2181,71.682,147.72
20.023,1008.4,88.385,4.8498,29.014,1100,541.92,13.176,1.1896,70.636,148.52
20.89,1008.6,82.92,4.6895,28.532,1100,543.76,12.942,1.1775,71.281,147.42
22.214,1008.7,73.716,4.6411,28.848,1100.1,542.65,13.079,1.6793,74.236,147.32
23.202,1008.5,73.572,4.7348,29.265,1099.8,540.92,13.18,1.5405,71.747,148.1
23.783,1008.6,71.905,4.645,28.631,1100,543.36,13.088,1.1157,68.976,147.38
22.676,1008.3,71.695,4.6685,29.242,1099.8,541.34,13.194,1.6976,72.578,148.09
22.452,1008.2,72.407,4.6262,28.762,1100.1,542.85,13.089,1.5376,72.227,147.12
21.827,1008.1,74.331,4.6872,29.003,1099.9,541.47,13.166,1.1534,72.179,148.16
20.427,1008.2,76.883,4.5883,28.448,1100.1,542.98,13.08,1.1605,73.226,148
19.676,1008,79.067,4.5872,28.742,1099.9,542.33,13.148,1.1966,73.757,148.55
18.977,1008,83.878,4.529,28.001,1100,544.8,13.013,1.2617,74.562,147.33
18.168,1007.9,89.051,4.6758,28.463,1099.8,543.18,13.111,1.7732,74.449,148.58
18.497,1008.3,86.594,4.6032,28.192,1100,544.38,13.019,1.2737,74.619,147.46
18.728,1008.6,85.933,4.6533,28.907,1099.8,542.36,13.106,1.2364,73.186,148.8
18.639,1009,85.051,4.5765,28.351,1099.8,544.22,12.943,1.275,74.943,147.81
18.381,1009.1,86.935,4.711,28.962,1100,542,13.103,1.5679,74.568,149.46
18.159,1009,88.275,4.7168,28.663,1100.2,542.69,13.059,1.4805,72.242,148.85
17.9,1008.8,87.087,5.0098,30.909,1100,535.03,13.512,1.4839,68.385,154.48
17.257,1008.7,89.146,5.0729,30.99,1100.3,534.82,13.665,1.2742,69.177,155.23
17.203,1008.9,86.651,5.0716,31.354,1100.1,533.27,13.754,1.6253,70.384,155.96
17.057,1009.3,85.967,4.9652,30.822,1100.3,535.02,13.619,0.7572,68.037,154.96
17.36,1009.7,86.193,4.9979,30.977,1100.4,534.29,13.688,0.7551,66.749,154.9
17.884,1010.2,88.285,4.9166,30.38,1099.9,536.64,13.401,1.1484,69.211,153.36
18.443,1010.8,91.504,5.0178,30.609,1100.3,535.72,13.53,1.1637,67.021,153.15
19.183,1011.3,88.365,5.0137,30.546,1100.2,536.52,13.501,1.1255,66.702,152.81
20.049,1011.5,85.065,4.9817,30.629,1100.3,536.08,13.598,1.2618,68.074,152.5
21.639,1011.8,77.737,4.8598,30.288,1100.1,537.43,13.291,1.8698,70.834,151.1
22.87,1012.1,73.606,4.8551,30.045,1100.3,537.56,13.357,1.7128,69.964,150.3
23.487,1011.9,71.034,4.8648,30.216,1099.8,537.29,13.453,1.2257,68.138,150.38
24.011,1011.8,68.502,4.84,29.983,1099.9,538.28,13.374,1.8527,69.213,149.67
24.247,1011.6,68.178,4.838,30.059,1099.8,538.13,13.261,1.2459,66.941,149.53
24.431,1011.6,66.149,4.8462,30.228,1099.6,537.67,13.439,0.87827,64.932,151.21
24.165,1011.8,67.024,4.9146,30.903,1099.9,535.43,13.539,0.97266,63.838,153.88
23.404,1011.8,71.443,4.8017,30.052,1099.9,538.12,13.311,0.84607,67.295,150.07
22.381,1011.7,76.337,4.8041,30.13,1100,537.91,13.343,1.6887,68.864,150.56
20.745,1011.7,84.356,4.8504,30.22,1100.3,537.38,13.491,1.3012,66.705,151.66
19.816,1011.9,86.141,4.9186,30.52,1099.9,536.42,13.505,1.2635,66.696,152.73
19.183,1012.2,86.291,4.9752,30.995,1100,534.83,13.636,1.22,64.994,154.47
18.142,1012.4,87.319,5.0694,31.006,1100.2,534.27,13.619,1.455,66.916,155.14
17.327,1012.6,89.532,5.1673,31.273,1100,533.38,13.748,1.9178,67.269,156.08
17,1012.4,90.627,5.1407,31.011,1099.9,534.42,13.658,1.18,66.51,155.36
16.364,1012.1,92.044,5.3653,31.335,1099.9,533.43,13.693,0.81265,65.45,156.68
15.831,1011.8,92.743,5.4002,31.4,1100,532.79,13.715,0.78225,66.019,157.14
15.411,1011.8,92.599,5.3333,31.241,1100,533.39,13.7,1.158,67.123,157.1
15.207,1012.2,93.238,5.3085,31.444,1100.2,532.32,13.815,1.3868,66.645,157.53
15.245,1012.5,94.376,5.2203,30.745,1100.1,534.81,13.617,1.1548,66.743,156
15.899,1012.7,95.253,5.2649,31.396,1099.9,532.89,13.735,1.2368,66.624,156.64
17.128,1013.1,96.002,5.1197,30.517,1100.2,535.87,13.504,1.8728,68.401,153.53
19.659,1013.4,89.682,4.9203,30.602,1100.1,535.99,13.547,1.6835,68.659,152.2
22.181,1013.4,74.472,4.8963,30.773,1100,535.93,13.487,1.3012,65.768,152.9
24.244,1013.6,66.898,4.8565,30.655,1100,535.94,13.563,1.4171,66.959,152.58
25.024,1013.6,63.681,4.7332,29.233,1099.7,541.15,13.073,1.4956,72.733,147.46
25.125,1013.4,65.634,4.7538,29.304,1099.9,540.46,13.163,1.3526,69.086,147.19
25.204,1012.9,65.961,4.8983,30.292,1099.9,537.18,13.411,0.18493,62.219,150.63
25.677,1012.5,64.187,4.8526,29.862,1100,538.8,13.381,0.12584,64.568,148.03
25.68,1012.3,63.615,4.8326,29.697,1100,538.96,13.257,0.64644,67.632,147.86
24.824,1012.2,68.14,4.7956,29.589,1099.9,539.72,13.305,2.1876,70.477,148.14
23.609,1012.7,76.649,4.8535,30.237,1100.1,537.7,13.285,1.9714,66.331,150.16
22.249,1013,81.911,4.8186,30.196,1100.4,537.76,13.426,1.5118,64.831,150.61
21.516,1013.1,76.875,4.7923,30.571,1100.1,536.38,13.384,0.73298,64.961,151.81
20.939,1013.5,83.041,4.88,30.447,1100.1,536.73,13.4,1.1398,64.56,151.99
20.604,1013.8,84.516,4.9624,30.983,1100,535.07,13.488,0.93224,64.124,153.24
19.725,1013.8,88.443,4.7568,28.277,1079.4,531.71,12.79,34.111,64.299,140.49
20.804,1012.9,90.094,4.3876,25.417,1077.3,542.1,12.035,0.23078,62.883,130.52
18.938,1012.6,94.721,4.7923,26.128,1085,544.55,12.204,1.6093,61.162,135.51
18.623,1012.4,94.568,3.8872,20.903,1063.5,550.06,10.819,3.1771,60.092,115.9
18.557,1012.4,92.269,3.5571,19.429,1055,549.96,10.39,4.2468,60.571,109.74
18.113,1012.7,92.756,3.571,19.36,1054.8,550.01,10.409,4.1172,60.878,109.74
18.179,1013.1,94.659,3.581,19.377,1055.3,550.04,10.422,4.4172,61.118,109.72
18.81,1013.6,95.618,3.5607,19.571,1055.7,549.92,10.441,4.9278,60.193,109.73
21.084,1014.2,91.743,3.8364,22.153,1071.1,550.01,11.159,2.0149,59.981,120.33
22.592,1014.9,79.538,4.0963,25.14,1088.5,550.2,11.893,0.68165,66.819,132.7
23.942,1015.1,74.981,4.0953,25.283,1089.2,550.32,11.93,1.2129,66.877,132.71
25.419,1015.7,68.574,4.068,25.363,1089.3,550.37,11.966,1.9821,67.235,132.73
26.011,1016,64.42,4.1201,25.398,1089.9,550.01,12.002,1.8049,67.872,132.73
26.836,1016.2,58.706,4.1304,25.455,1090.5,550.15,12.038,1.6734,67.14,132.74
27.996,1016,55.968,4.1534,25.492,1091,550.17,12.075,1.4283,67.408,132.75
28.735,1015.8,53.951,4.1656,25.597,1091.3,550.32,12.111,1.2438,67.244,132.74
28.999,1015.6,50.137,4.148,25.702,1091.6,550.32,12.142,1.6888,70.549,132.75
29.225,1015.4,47.186,4.1607,25.743,1091.7,550.01,12.146,1.1039,70.37,132.72
29.075,1015.4,49.875,3.626,22.189,1071,549.88,11.176,2.0762,61.083,118.22
27.437,1015.4,68.744,4.0192,25.472,1090.4,549.7,12.045,1.7041,63.989,132.85
25.364,1015.4,80.751,4.1475,25.445,1090.1,550.34,12.043,0.03028,57.8,133.17
24.478,1015.9,84.77,4.1906,25.242,1089,549.93,12.036,0.08278,56.616,132.74
24.023,1016.3,84.563,4.1822,25.156,1088.7,550.22,12.07,1.1512,58.714,132.73
22.326,1016.1,85.686,4.1912,24.933,1088,550.12,12.105,1.6749,64.257,132.74
20.752,1015.9,87.768,3.7207,21.627,1068.3,549.82,10.995,3.1193,62.135,118.72
19.7,1015.6,89.328,3.4004,19.323,1054.4,549.82,10.343,4.5663,64.94,109.01
19.047,1015.3,91.091,3.5156,19.569,1056.1,549.96,10.424,5.4817,64.228,110.43
18.487,1015.4,92.56,3.5752,19.709,1057,550.07,10.491,4.4569,61.807,111.05
18.308,1015,93.336,3.57,19.631,1056.5,550.17,10.488,4.5055,62.89,110.8
17.842,1015.1,93.818,3.6905,19.595,1056.2,550.05,10.457,3.9935,61.857,110.8
17.868,1015.2,94.674,3.6161,19.66,1056.7,550.02,10.471,3.955,61.843,110.78
18.496,1015.6,94.987,3.5213,19.751,1057.1,549.98,10.5,3.9173,59.91,110.76
20.612,1015.7,92.246,3.3437,19.778,1056.7,550.08,10.506,3.7824,58.6,109.54
23.328,1015.8,78.284,3.7024,22.888,1074.7,550.06,11.4,2.5627,64.705,122.21
24.836,1015.9,78.078,4.0439,25.367,1089.8,550.26,12.077,2.3014,67.988,132.77
26.564,1016,71.649,4.0418,25.456,1090.1,549.83,12.108,0.55772,64.338,132.77
27.094,1015.7,68.015,4.0844,25.584,1090.9,549.99,12.179,0.28575,65.057,132.79
27.876,1015.4,64.666,4.1124,25.693,1091.2,549.99,12.25,0.19436,65.149,132.79
28.399,1015,54.593,4.1481,25.908,1092.4,550.32,12.242,1.1211,70.668,133.19
28.695,1014.3,48.592,4.1083,25.902,1091.6,549.87,12.097,1.1269,71.934,132.79
29.141,1013.6,46.632,3.5748,21.835,1067.9,550.15,11.044,2.1105,60.982,115.42
30.64,1013.5,42.986,3.39,20.335,1059.4,550,10.649,2.6533,56.767,109.15
30.098,1013.7,46.717,3.2996,20.18,1058.3,550.06,10.57,3.3299,56.315,108.83
28.843,1013.6,49.641,3.3532,20.29,1058.8,550.07,10.536,3.4619,56.556,109.35
27.692,1013.6,56.653,3.9943,25.552,1089,549.58,12.049,1.5493,69.256,132.1
25.4,1013.8,65.634,3.9716,25.592,1090.6,549.55,12.149,1.2185,68.841,133.82
23.483,1013.7,71.341,3.9335,25.212,1089,549.89,12.041,1.295,67.617,133.32
21.587,1013.3,77.982,3.4992,21.78,1068.4,549.89,11.064,4.523,67.281,118.85
20.28,1013,82.061,3.2302,19.281,1054.2,549.94,10.454,4.7321,60.509,108.74
19.562,1012.6,83.672,3.2408,19.239,1054.4,549.95,10.349,5.058,63.381,109
18.945,1012.3,84.695,3.2776,19.496,1055.3,549.94,10.469,3.2745,61.352,109.89
18.379,1011.6,86.082,3.2486,19.143,1053.6,549.88,10.408,2.776,61.165,108.81
18.091,1011.3,87.271,3.2955,19.293,1054.5,550.05,10.396,2.7034,61.107,109.65
17.899,1011.3,88.417,3.2827,19.314,1054.9,549.97,10.406,4.0753,63.709,109.8
18.054,1011.2,88.456,3.3321,19.444,1055.1,549.97,10.421,4.2308,63.924,109.8
18.95,1011.3,89.782,3.4403,20.091,1058.3,550.01,10.587,4.0896,61.514,111.67
21.347,1011.4,85.741,4.1175,25.336,1088.7,549.82,12.001,0.67551,67.084,132.78
23.673,1011.4,73.914,4.0777,25.411,1089.3,550.04,12.036,0.2157,67.559,132.42
25.197,1011.3,69.995,4.1081,25.543,1089.7,549.63,12.104,0.47548,68.19,132.81
27.159,1011.2,67.381,4.1283,25.571,1090,550.36,12.155,1.0225,65.851,132.84
27.705,1010.9,68.57,4.1409,25.638,1090.3,550.4,12.206,0.97711,64.663,132.83
28.007,1010.7,66.784,4.158,25.723,1090.4,550.37,12.257,0.82562,64.727,132.83
28.751,1010.2,50.812,4.1911,26.081,1092.1,549.86,12.319,1.1823,71.098,133.12
29.631,1009.4,41.514,4.2212,26.258,1093.1,550.29,12.348,1.1765,73.819,133.29
30.511,1009.1,39.504,4.1732,25.745,1090.1,549.75,12.039,1.2292,71.991,130.8
30.609,1008.8,35.563,4.2068,26.487,1093.4,549.32,12.171,2.2005,77.042,133.66
29.641,1008.6,41.592,4.1532,26.05,1092.2,550.38,12.072,1.4876,73.422,132.84
28.083,1008.5,60.498,4.0995,25.762,1091,549.81,12.07,1.4764,66.036,132.84
26.463,1008.4,71.347,4.0471,25.644,1090.2,550.28,12.073,1.5957,63.801,132.86
25.557,1008.5,75.096,4.0076,25.45,1088.7,549.87,12.024,1.6512,62.886,132.86
24.164,1008.4,66.243,3.9652,25.279,1088.3,549.96,11.983,1.6573,69.306,132.83
22.488,1007.9,72.107,3.9023,25.101,1087.4,550.21,11.98,1.1462,65.33,132.83
21.359,1007.5,79.05,3.8211,23.953,1080.8,549.69,11.658,0.57523,61.447,128.1
20.313,1007.2,82.601,3.2866,19.725,1055.8,550.07,10.451,2.4747,56.923,110.13
19.53,1006.7,84.611,3.2958,19.716,1055.7,549.91,10.547,3.4566,60.293,110.31
19.007,1006.2,85.381,3.3197,19.634,1055.4,550.03,10.38,4.0548,61.14,110.09
18.727,1005.8,85.997,3.3213,19.628,1055.1,550.01,10.36,4.6724,62.828,110.1
18.542,1006,86.707,3.2948,19.571,1054.8,550.1,10.325,4.2171,61.777,109.82
18.516,1006,87.482,3.3294,19.592,1054.9,550.1,10.288,4.3306,63.494,109.82
19.322,1005.9,87.546,3.5645,21.539,1065.9,550.1,10.883,3.3155,64.838,117.53
21.966,1006.1,85.411,4.1464,26.238,1092.8,550.02,12.211,1.6551,71.548,136.09
24.296,1006.1,84.893,4.8189,30.657,1099.8,539.27,13.286,1.4048,63.976,148.68
25.778,1006.1,81.207,4.7696,30.059,1100,541.28,13.171,1.3768,64.352,147.59
27.807,1006,67.628,4.7614,30.168,1100,540.56,13.195,1.3414,63.108,148.32
28.79,1006.1,62.977,4.7418,29.885,1100,541.75,13.13,1.8251,64.866,148.08
28.945,1005.8,58.03,4.8053,30.407,1099.7,540.08,13.227,1.4235,63.919,149.27
29.144,1005.3,66.452,4.6705,29.803,1100,542.52,13.13,0.5565,59.721,147.52
28.79,1003.9,67.523,4.065,25.627,1087.7,549.22,12.035,1.2121,60.739,131.56
28.857,1003.6,70.975,4.0742,25.472,1088.4,550.13,11.975,1.3857,60.264,131.06
28.426,1003.8,69.901,4.0871,25.497,1087.9,550.42,11.975,1.3484,61.189,131.37
27.083,1004,75.747,4.032,25.46,1088.1,550.28,11.995,1.648,61.765,131.79
25.866,1004.5,78.179,4.0312,25.584,1088.8,549.73,12.112,2.1759,64.31,132.87
25.257,1004.7,65.374,4.04,25.655,1090.4,550.34,12.133,1.6488,71.593,133.79
24.787,1004.6,55.903,3.9412,25.309,1088.8,550.01,12.039,1.4949,71.77,132.86
23.779,1004.7,59.477,3.9402,25.238,1088.8,550.36,12.085,1.6225,71.296,133.18
22.755,1004.7,66.04,3.932,25.191,1088.7,550.19,11.995,1.4291,69.73,133.38
21.83,1004.5,75.774,3.7307,23.845,1081,549.85,11.613,1.826,65.525,128.12
20.647,1004.2,83.046,3.2945,19.508,1055.4,550.12,10.424,4.4267,60.295,109.85
20.176,1003.9,85.446,3.3183,19.552,1055.4,549.95,10.386,3.9513,59.249,109.84
20.062,1004.1,86.087,3.2695,19.533,1055.3,550.13,10.342,4.1192,59.631,109.82
20.107,1004.6,86.397,3.3376,19.683,1055.5,550.06,10.299,4.0572,59.371,109.82
20.929,1005.4,85.252,3.9048,24.22,1082.2,550.11,11.773,2.0139,65.972,129.1
22.272,1005.6,78.141,4.3116,27.735,1098.8,548.26,12.602,1.2463,73.521,142.23
23.281,1005.7,73.603,4.0626,25.848,1091.4,549.91,12.22,1.7538,70.983,135.11
23.959,1006.2,72.617,4.21,26.442,1094.8,549.7,12.366,1.6059,73.692,137.74
24.695,1006.2,65.364,4.7607,30.85,1099.8,537.74,13.307,1.2864,66.227,151.08
25.548,1006,60.058,4.7389,30.724,1100,538.57,13.374,1.137,66.09,150.92
26.513,1005.9,53.937,4.6983,30.389,1100.2,540.11,13.272,1.174,69.761,148.86
27.582,1005.6,57.353,4.2849,26.436,1093.5,549.08,12.275,2.0102,72.568,136.29
28.016,1005.6,53.676,4.3444,26.773,1096.5,550.03,12.444,1.249,72.919,137.41
27.529,1005.7,56.204,4.3337,27.196,1098.6,550.33,12.454,0.34565,72.718,139.42
25.287,1006.1,67.488,4.2514,27.017,1097.7,550.26,12.311,0.72753,68.835,139.45
23.575,1006,79.354,4.0251,25.272,1088.6,550.24,12.011,1.631,62.369,132.9
22.949,1006.2,84.94,4.0872,25.196,1088,550.17,11.958,1.6575,61.891,132.82
22.553,1006.5,85.574,4.0765,25.281,1088.2,550.27,11.922,1.7253,62.94,133.22
22.137,1006.9,86.682,4.1377,25.358,1088.5,549.96,11.886,1.6704,64.159,133.84
21.69,1007.4,85.548,4.1409,25.132,1088.4,549.99,11.85,1.5477,64.037,133.77
21.157,1007.5,89.142,4.1679,25.053,1087.8,549.82,11.854,1.7709,64.179,133.31
21.128,1007.8,90.451,4.2018,25.198,1088.1,550.04,11.985,1.7858,65.007,133.7
20.946,1008.1,89.404,4.2436,25.216,1088.8,550.38,12.029,1.9915,66.925,134.08
20.641,1008.3,88.531,4.1504,25.139,1088.3,550.3,12.03,1.8005,66.412,133.74
20.062,1008.7,88.418,3.5368,20.571,1061.8,549.94,10.76,3.4717,61.2,114.72
19.254,1009.1,89.853,3.4272,19.55,1055.8,549.86,10.458,3.9859,61.367,110.48
18.819,1009.6,90.903,3.3963,19.424,1055.3,550.01,10.396,4.0714,61.352,109.86
18.679,1010,86.797,3.3153,19.424,1055.3,550.07,10.332,3.9442,62.089,109.79
18.787,1010.4,85.233,3.3383,19.829,1057.5,549.99,10.503,3.9362,64.425,111.49
20.096,1010.8,76.976,3.937,24.966,1087.2,550.28,11.908,1.6963,71.805,132.71
21.694,1010.9,65.059,4.0183,25.369,1089,549.9,12.027,1.511,74.806,133.77
22.887,1011,62.748,4.0578,25.354,1089.3,549.68,12.053,1.3843,74.521,133.78
24.332,1011.2,58.903,4.0976,25.401,1089.5,549.61,12.079,1.5862,73.62,133.79
25.685,1011.2,54.896,4.1169,25.407,1090.3,549.69,12.098,1.6161,71.922,133.79
26.009,1011.1,53.686,4.1462,25.456,1090.8,549.59,12.104,1.6483,71.933,133.8
26.51,1011,52.213,4.1441,25.505,1090.7,549.95,12.111,1.7023,72.12,133.8
26.842,1010.8,51.031,4.1678,25.601,1091.1,550.09,12.188,1.4873,72.055,133.81
